refund_id,transaction_id,merchant_id,refund_amount,currency,refund_amount_cad,refund_type,refund_reason,created_at,status,same_day_refund
REF0002782,TXN00007664,M003,41.87,CAD,41.87,partial,product_not_received,2025-01-16 06:48:00,completed,False
REF0002783,TXN00028751,M004,78.68,CAD,78.68,full,product_not_received,2024-10-29 13:30:00,completed,False
REF0002784,TXN00028873,M006,12.34,CAD,12.34,full,customer_request,2024-10-01 09:40:00,completed,False
REF0002785,TXN00033943,M002,40.9,USD,55.62,full,other,2024-05-31 20:19:00,failed,False
REF0002786,TXN00023124,M010,52.24,USD,71.05,full,other,2024-10-07 00:47:00,completed,False
REF0002787,TXN00049423,M008,8.12,CAD,8.12,partial,duplicate,2024-10-20 08:00:00,completed,False
REF0002788,TXN00014201,M004,29.91,CAD,29.91,partial,customer_request,2024-06-10 18:01:00,completed,False
REF0002789,TXN00026558,M008,50.83,USD,69.13,partial,product_not_received,2024-07-25 01:52:00,completed,False
REF0002790,TXN00039900,M002,423.28,USD,575.66,full,product_not_received,2024-09-12 05:09:00,completed,False
REF0002791,TXN00042116,M002,63.24,EUR,93.6,full,duplicate,2024-01-19 06:05:00,completed,False
REF0002792,TXN00044885,M004,76.72,USD,104.34,full,customer_request,2024-02-22 19:02:00,pending,False
REF0002793,TXN00022842,M008,116.84,CAD,116.84,full,other,2024-10-28 08:02:00,completed,False
REF0002794,TXN00008155,M010,82.64,CAD,82.64,full,fraud,2024-03-24 15:29:00,completed,False
REF0002795,TXN00047427,M006,10.11,CAD,10.11,full,fraud,2025-01-07 20:06:00,completed,False
REF0002796,TXN00002984,M009,27.35,CAD,27.35,partial,other,2024-02-23 06:32:00,completed,False
REF0002797,TXN00012431,M002,69.7,CAD,69.7,partial,product_not_received,2024-10-25 10:13:00,completed,False
REF0002798,TXN00043904,M005,4.4,EUR,6.51,full,other,2024-07-05 17:08:00,completed,False
REF0002799,TXN00011954,M008,136.22,CAD,136.22,full,customer_request,2024-03-07 08:16:00,completed,True
REF0002800,TXN00005165,M005,216.4,USD,294.3,full,customer_request,2025-02-03 01:26:00,pending,False
REF0002801,TXN00021914,M002,50.4,CAD,50.4,full,fraud,2024-06-21 07:02:00,completed,False
REF0002802,TXN00009269,M009,8.07,USD,10.98,partial,duplicate,2024-05-26 16:58:00,completed,False
REF0002803,TXN00004447,M009,64.88,CAD,64.88,partial,duplicate,2024-08-23 03:03:00,completed,False
REF0002804,TXN00009306,M009,94.91,CAD,94.91,partial,duplicate,2024-10-07 02:36:00,completed,False
REF0002805,TXN00049152,M004,55.59,USD,75.6,full,product_not_received,2024-09-20 10:25:00,pending,False
REF0002806,TXN00003300,M005,63.21,USD,85.97,full,duplicate,2024-08-20 08:10:00,failed,False
REF0002807,TXN00034518,M009,165.69,EUR,245.22,full,other,2024-05-21 21:16:00,completed,False
REF0002808,TXN00009627,M008,7.32,USD,9.96,full,fraud,2024-09-25 09:57:00,pending,False
REF0002809,TXN00044033,M002,16.65,USD,22.64,full,duplicate,2024-10-29 21:06:00,completed,False
REF0002810,TXN00043044,M003,97.25,EUR,143.93,partial,product_not_received,2024-01-19 20:37:00,completed,False
REF0002811,TXN00028607,M008,66.05,USD,89.83,full,duplicate,2024-09-21 02:38:00,completed,True
REF0002812,TXN00037505,M010,11.1,CAD,11.1,partial,customer_request,2024-12-29 07:38:00,completed,False
REF0002813,TXN00006654,M003,1.6,CAD,1.6,full,product_not_received,2024-08-07 08:15:00,pending,False
REF0002814,TXN00017706,M009,46.76,CAD,46.76,partial,other,2024-06-01 14:20:00,completed,False
REF0002815,TXN00042359,M010,147.38,USD,200.44,full,customer_request,2024-06-13 23:35:00,completed,False
REF0002816,TXN00006483,M003,2.87,CAD,2.87,partial,product_not_received,2024-07-14 04:09:00,completed,False
REF0002817,TXN00036621,M006,40.59,USD,55.2,full,product_not_received,2024-04-18 06:33:00,completed,False
REF0002818,TXN00014553,M010,131.74,USD,179.17,partial,customer_request,2024-12-05 18:15:00,completed,False
REF0002819,TXN00001679,M009,97.43,USD,132.5,full,product_not_received,2024-03-28 19:50:00,completed,False
REF0002820,TXN00039014,M009,10.53,CAD,10.53,partial,duplicate,2024-09-18 00:28:00,pending,False
REF0002821,TXN00040822,M004,20.71,USD,28.17,full,fraud,2024-09-20 20:52:00,completed,False
REF0002822,TXN00042367,M004,75.95,USD,103.29,full,product_not_received,2024-06-12 14:05:00,completed,False
REF0002823,TXN00009767,M006,148.85,CAD,148.85,full,other,2024-05-08 20:09:00,failed,False
REF0002824,TXN00013922,M003,60.94,CAD,60.94,partial,fraud,2024-03-24 22:50:00,pending,True
REF0002825,TXN00009934,M009,59.51,CAD,59.51,partial,duplicate,2024-09-27 02:29:00,completed,False
REF0002826,TXN00031618,M009,35.74,CAD,35.74,full,fraud,2024-02-28 22:56:00,completed,False
REF0002827,TXN00012550,M004,406.75,CAD,406.75,full,fraud,2024-04-22 14:40:00,completed,True
REF0002828,TXN00009531,M008,12.55,EUR,18.57,partial,fraud,2024-02-27 20:15:00,completed,False
REF0002829,TXN00007685,M009,76.34,CAD,76.34,full,product_not_received,2024-11-16 04:31:00,completed,False
REF0002830,TXN00040155,M009,8.4,CAD,8.4,partial,product_not_received,2024-11-24 12:55:00,completed,False
REF0002831,TXN00012419,M004,21.04,CAD,21.04,full,customer_request,2024-05-07 06:55:00,completed,False
REF0002832,TXN00033930,M002,36.42,CAD,36.42,full,product_not_received,2024-07-23 17:59:00,completed,False
REF0002833,TXN00018081,M002,12.29,USD,16.71,full,fraud,2024-07-03 23:10:00,completed,False
REF0002834,TXN00026805,M010,6.38,EUR,9.44,full,fraud,2024-11-22 22:40:00,completed,False
REF0002835,TXN00014531,M002,98.48,USD,133.93,partial,duplicate,2024-12-25 18:37:00,pending,False
REF0002836,TXN00009151,M009,35.62,CAD,35.62,full,duplicate,2024-09-12 17:00:00,completed,True
REF0002837,TXN00008629,M006,405.39,CAD,405.39,partial,product_not_received,2024-04-28 05:57:00,completed,False
REF0002838,TXN00042659,M006,54.76,CAD,54.76,full,product_not_received,2025-01-19 20:46:00,completed,False
REF0002839,TXN00026457,M003,54.99,CAD,54.99,partial,duplicate,2024-05-19 12:11:00,completed,True
REF0002840,TXN00002303,M003,17.1,USD,23.26,partial,customer_request,2024-12-24 12:42:00,completed,False
REF0002841,TXN00035582,M009,72.89,CAD,72.89,partial,customer_request,2024-02-29 11:36:00,completed,False
REF0002842,TXN00024299,M003,6.64,CAD,6.64,partial,duplicate,2024-11-26 17:16:00,completed,False
REF0002843,TXN00023526,M009,20.65,EUR,30.56,full,customer_request,2024-12-29 22:55:00,completed,True
REF0002844,TXN00006448,M008,247.57,USD,336.7,full,customer_request,2024-10-02 07:51:00,completed,False
REF0002845,TXN00020913,M004,26.92,EUR,39.84,full,fraud,2024-09-23 22:11:00,completed,False
REF0002846,TXN00005814,M002,6.12,CAD,6.12,partial,fraud,2024-01-30 18:05:00,completed,True
REF0002847,TXN00044333,M009,48.92,USD,66.53,full,product_not_received,2024-04-11 04:25:00,completed,False
REF0002848,TXN00013413,M001,58.42,CAD,58.42,full,other,2024-03-17 02:10:00,completed,False
REF0002849,TXN00038650,M004,271.33,USD,369.01,full,product_not_received,2024-01-31 22:37:00,completed,False
REF0002850,TXN00011402,M008,23.36,CAD,23.36,partial,duplicate,2024-03-16 10:58:00,completed,False
REF0002851,TXN00013001,M003,22.0,CAD,22.0,partial,product_not_received,2024-08-29 13:21:00,failed,False
REF0002852,TXN00007770,M010,7.9,CAD,7.9,full,duplicate,2024-12-24 17:17:00,completed,False
REF0002853,TXN00027137,M002,17.26,CAD,17.26,full,duplicate,2024-11-12 20:20:00,completed,True
REF0002854,TXN00003608,M009,130.85,EUR,193.66,partial,product_not_received,2024-05-20 13:53:00,completed,False
REF0002855,TXN00038725,M008,30.88,USD,42.0,full,other,2024-09-24 20:01:00,completed,False
REF0002856,TXN00039744,M005,76.62,USD,104.2,partial,fraud,2024-10-15 05:15:00,completed,False
REF0002857,TXN00049320,M010,135.79,CAD,135.79,full,fraud,2024-11-08 14:46:00,completed,False
REF0002858,TXN00022594,M004,308.09,EUR,455.97,partial,customer_request,2024-04-13 14:18:00,completed,False
REF0002859,TXN00026220,M008,40.48,USD,55.05,full,other,2024-03-20 05:14:00,completed,False
REF0002860,TXN00013700,M004,40.29,CAD,40.29,full,product_not_received,2024-04-15 11:54:00,completed,False
REF0002861,TXN00002668,M003,29.25,CAD,29.25,full,other,2024-05-18 00:32:00,completed,False
REF0002862,TXN00012991,M008,17.25,USD,23.46,partial,customer_request,2024-10-05 02:12:00,completed,False
REF0002863,TXN00024762,M003,110.25,CAD,110.25,full,other,2024-09-06 15:17:00,completed,True
REF0002864,TXN00047154,M005,1.9,CAD,1.9,partial,customer_request,2024-08-21 15:44:00,completed,False
REF0002865,TXN00017019,M008,1.55,CAD,1.55,partial,other,2024-11-24 11:51:00,completed,False
REF0002866,TXN00022583,M010,37.81,CAD,37.81,full,duplicate,2024-08-23 13:47:00,completed,False
REF0002867,TXN00009532,M009,103.93,EUR,153.82,partial,product_not_received,2024-11-16 05:25:00,completed,False
REF0002868,TXN00004730,M002,72.72,CAD,72.72,full,product_not_received,2025-01-02 22:36:00,completed,False
REF0002869,TXN00028340,M005,65.6,EUR,97.09,partial,fraud,2024-12-11 11:33:00,completed,True
REF0002870,TXN00048966,M001,175.94,USD,239.28,full,fraud,2024-10-11 23:20:00,completed,False
REF0002871,TXN00003307,M005,283.57,EUR,419.68,full,customer_request,2024-08-21 21:29:00,completed,True
REF0002872,TXN00033129,M002,5.05,CAD,5.05,full,customer_request,2024-02-19 08:36:00,completed,True
REF0002873,TXN00033445,M004,46.47,USD,63.2,partial,product_not_received,2024-11-06 11:34:00,completed,False
REF0002874,TXN00002887,M006,11.02,USD,14.99,full,fraud,2025-01-06 21:58:00,completed,False
REF0002875,TXN00044576,M005,29.82,CAD,29.82,full,customer_request,2024-06-02 23:10:00,completed,False
REF0002876,TXN00039958,M008,7.5,CAD,7.5,full,other,2024-01-30 01:44:00,completed,False
REF0002877,TXN00027892,M005,42.85,CAD,42.85,full,product_not_received,2024-01-29 06:36:00,completed,False
REF0002878,TXN00044599,M005,17.1,CAD,17.1,partial,product_not_received,2024-02-15 07:17:00,completed,False
REF0002879,TXN00028130,M004,15.21,EUR,22.51,full,fraud,2024-05-30 19:32:00,completed,False
REF0002880,TXN00032992,M005,17.51,CAD,17.51,full,fraud,2024-01-16 21:33:00,completed,False
REF0002881,TXN00021462,M002,31.43,USD,42.74,full,other,2024-12-25 07:29:00,completed,False
REF0002882,TXN00002654,M006,57.49,USD,78.19,partial,duplicate,2024-05-31 13:33:00,completed,False
REF0002883,TXN00024000,M004,45.25,USD,61.54,partial,fraud,2024-12-11 14:29:00,completed,False
REF0002884,TXN00013242,M003,35.34,CAD,35.34,full,customer_request,2024-11-19 17:11:00,completed,False
REF0002885,TXN00001593,M003,47.18,CAD,47.18,full,product_not_received,2024-11-26 04:00:00,completed,False
REF0002886,TXN00034402,M001,133.99,CAD,133.99,full,other,2024-03-31 04:36:00,completed,False
REF0002887,TXN00038580,M009,335.94,CAD,335.94,full,duplicate,2024-07-12 17:14:00,completed,False
REF0002888,TXN00029432,M010,7.81,CAD,7.81,full,duplicate,2024-07-15 16:20:00,completed,False
REF0002889,TXN00017099,M009,10.72,EUR,15.87,full,duplicate,2024-07-10 03:44:00,completed,False
REF0002890,TXN00033875,M001,14.0,EUR,20.72,partial,product_not_received,2024-04-13 11:13:00,completed,False
REF0002891,TXN00039354,M002,98.78,CAD,98.78,full,other,2024-07-08 04:57:00,completed,False
REF0002892,TXN00025944,M010,23.16,USD,31.5,partial,customer_request,2024-04-13 08:15:00,completed,False
REF0002893,TXN00018084,M002,13.91,CAD,13.91,full,fraud,2024-09-05 19:33:00,completed,True
REF0002894,TXN00039195,M002,28.62,USD,38.92,full,fraud,2024-11-10 09:25:00,completed,True
REF0002895,TXN00024830,M005,446.34,CAD,446.34,partial,customer_request,2024-03-19 05:13:00,completed,False
REF0002896,TXN00027018,M009,8.56,USD,11.64,full,duplicate,2024-12-29 20:06:00,failed,False
REF0002897,TXN00037220,M003,35.56,USD,48.36,full,duplicate,2024-06-24 04:35:00,completed,False
REF0002898,TXN00022570,M008,55.31,CAD,55.31,full,product_not_received,2024-03-22 15:41:00,completed,False
REF0002899,TXN00011310,M003,27.67,CAD,27.67,full,duplicate,2024-08-07 05:04:00,completed,False
REF0002900,TXN00037335,M001,2013.51,CAD,2013.51,partial,other,2024-07-23 20:22:00,completed,False
REF0002901,TXN00044574,M001,49.8,USD,67.73,full,product_not_received,2024-10-27 13:16:00,completed,False
REF0002902,TXN00003781,M005,8.06,USD,10.96,partial,other,2024-08-02 05:21:00,completed,False
REF0002903,TXN00040603,M001,19.68,CAD,19.68,partial,duplicate,2024-07-23 19:00:00,completed,True
REF0002904,TXN00046826,M001,23.71,CAD,23.71,full,fraud,2024-05-05 05:18:00,failed,True
REF0002905,TXN00038066,M008,98.12,USD,133.44,full,other,2024-08-02 21:54:00,completed,False
REF0002906,TXN00029814,M002,216.22,CAD,216.22,full,customer_request,2024-10-22 05:11:00,completed,False
REF0002907,TXN00030492,M003,54.8,CAD,54.8,partial,customer_request,2024-12-09 21:34:00,failed,False
REF0002908,TXN00015645,M002,2.03,USD,2.76,full,duplicate,2024-03-07 21:51:00,completed,False
REF0002909,TXN00042903,M001,53.96,CAD,53.96,full,fraud,2024-12-05 11:00:00,completed,False
REF0002910,TXN00037074,M009,35.18,EUR,52.07,partial,product_not_received,2024-09-14 07:24:00,completed,False
REF0002911,TXN00008311,M009,83.68,EUR,123.85,full,other,2024-04-03 04:35:00,completed,False
REF0002912,TXN00045542,M010,63.88,CAD,63.88,partial,customer_request,2024-08-27 03:11:00,completed,True
REF0002913,TXN00048258,M005,7.9,USD,10.74,partial,other,2024-07-06 22:11:00,completed,True
REF0002914,TXN00004627,M006,80.24,CAD,80.24,full,duplicate,2024-10-08 10:43:00,completed,False
REF0002915,TXN00012079,M008,113.53,USD,154.4,partial,duplicate,2024-04-26 05:08:00,completed,False
REF0002916,TXN00004279,M009,44.03,USD,59.88,full,other,2024-10-03 00:40:00,completed,False
REF0002917,TXN00048850,M010,61.45,USD,83.57,partial,duplicate,2024-07-30 07:34:00,completed,False
REF0002918,TXN00046428,M005,17.6,CAD,17.6,partial,other,2024-09-14 21:55:00,completed,False
REF0002919,TXN00014397,M009,3.6,USD,4.9,partial,product_not_received,2024-07-28 06:37:00,completed,False
REF0002920,TXN00040997,M006,7.5,CAD,7.5,partial,product_not_received,2024-05-18 17:33:00,completed,False
REF0002921,TXN00034305,M008,25.33,CAD,25.33,full,customer_request,2025-01-01 21:20:00,completed,False
REF0002922,TXN00011574,M004,88.29,CAD,88.29,partial,fraud,2024-10-31 00:04:00,completed,False
REF0002923,TXN00022073,M005,13.97,USD,19.0,partial,other,2024-01-19 04:26:00,completed,False
REF0002924,TXN00047925,M003,55.35,USD,75.28,full,other,2024-11-02 14:49:00,completed,False
REF0002925,TXN00025335,M004,941.17,USD,1279.99,full,duplicate,2024-01-20 22:09:00,completed,False
REF0002926,TXN00008818,M002,87.71,USD,119.29,partial,product_not_received,2024-08-06 12:49:00,completed,True
REF0002927,TXN00005768,M009,3.96,CAD,3.96,partial,duplicate,2024-11-03 11:18:00,completed,False
REF0002928,TXN00025678,M009,113.6,CAD,113.6,partial,fraud,2024-05-07 11:57:00,completed,False
REF0002929,TXN00049018,M006,14.02,USD,19.07,partial,other,2024-10-05 09:58:00,completed,False
REF0002930,TXN00022577,M002,108.06,USD,146.96,partial,duplicate,2024-02-19 10:21:00,completed,False
REF0002931,TXN00000224,M003,14.42,CAD,14.42,partial,customer_request,2024-09-09 16:40:00,completed,False
REF0002932,TXN00049919,M010,50.07,USD,68.1,full,customer_request,2024-09-10 07:27:00,completed,False
REF0002933,TXN00035383,M010,11.59,CAD,11.59,partial,other,2024-10-25 03:18:00,completed,False
REF0002934,TXN00003216,M006,61.31,CAD,61.31,partial,other,2024-03-15 03:35:00,completed,False
REF0002935,TXN00029037,M005,25.81,USD,35.1,partial,customer_request,2024-07-21 01:21:00,completed,False
REF0002936,TXN00040041,M002,58.53,CAD,58.53,full,duplicate,2024-04-28 02:03:00,completed,False
REF0002937,TXN00036328,M001,19.06,CAD,19.06,partial,fraud,2024-03-05 14:01:00,pending,False
REF0002938,TXN00046426,M002,30.07,CAD,30.07,full,other,2024-10-30 12:45:00,completed,False
REF0002939,TXN00035859,M006,131.62,CAD,131.62,full,duplicate,2024-05-26 16:30:00,completed,True
REF0002940,TXN00039243,M009,227.94,USD,310.0,full,other,2024-04-09 01:54:00,completed,False
REF0002941,TXN00026552,M010,86.26,CAD,86.26,full,fraud,2025-01-02 07:28:00,completed,False
REF0002942,TXN00022221,M010,40.75,EUR,60.31,full,product_not_received,2024-12-18 09:50:00,completed,False
REF0002943,TXN00020142,M003,25.22,USD,34.3,partial,duplicate,2024-05-03 15:04:00,completed,False
REF0002944,TXN00020979,M008,2.5,CAD,2.5,partial,product_not_received,2024-07-14 01:35:00,pending,False
REF0002945,TXN00028347,M002,15.88,EUR,23.5,full,fraud,2024-05-29 09:36:00,completed,False
REF0002946,TXN00016638,M001,65.34,CAD,65.34,full,fraud,2024-01-12 18:33:00,completed,False
REF0002947,TXN00022023,M001,33.84,CAD,33.84,full,customer_request,2024-04-06 03:33:00,completed,False
REF0002948,TXN00004797,M009,262.88,USD,357.52,full,other,2024-05-28 23:03:00,completed,False
REF0002949,TXN00003804,M003,68.76,USD,93.51,full,other,2024-01-17 09:21:00,completed,False
REF0002950,TXN00018765,M001,120.45,USD,163.81,partial,fraud,2024-08-27 22:30:00,completed,False
REF0002951,TXN00032233,M002,54.8,CAD,54.8,full,product_not_received,2024-07-27 06:35:00,completed,False
REF0002952,TXN00032397,M001,47.09,USD,64.04,full,product_not_received,2024-08-16 23:23:00,completed,True
REF0002953,TXN00040457,M008,309.19,CAD,309.19,partial,fraud,2024-03-11 04:44:00,completed,False
REF0002954,TXN00013895,M009,1084.12,CAD,1084.12,full,product_not_received,2024-11-27 15:22:00,pending,False
REF0002955,TXN00048821,M009,78.61,USD,106.91,full,duplicate,2024-01-23 23:02:00,completed,False
REF0002956,TXN00007486,M002,11.77,USD,16.01,full,customer_request,2024-09-07 11:15:00,completed,False
REF0002957,TXN00023301,M008,163.95,CAD,163.95,full,duplicate,2024-12-30 17:16:00,completed,False
REF0002958,TXN00045920,M003,9.27,USD,12.61,partial,fraud,2024-10-07 15:34:00,completed,False
REF0002959,TXN00012236,M004,22.52,CAD,22.52,full,product_not_received,2024-08-10 15:33:00,completed,False
REF0002960,TXN00008390,M009,9.98,CAD,9.98,full,duplicate,2024-06-10 05:01:00,completed,False
REF0002961,TXN00036332,M003,45.26,USD,61.55,full,duplicate,2024-08-07 06:34:00,completed,False
REF0002962,TXN00049269,M006,32.6,USD,44.34,full,duplicate,2024-09-26 23:50:00,completed,False
REF0002963,TXN00001039,M009,189.56,CAD,189.56,full,customer_request,2024-02-22 21:54:00,failed,False
REF0002964,TXN00026518,M005,36.1,USD,49.1,full,product_not_received,2024-12-20 13:03:00,completed,False
REF0002965,TXN00017272,M008,13.25,CAD,13.25,partial,fraud,2024-07-28 13:11:00,completed,False
REF0002966,TXN00045157,M008,5.5,CAD,5.5,partial,other,2024-12-18 00:12:00,pending,False
REF0002967,TXN00023725,M001,57.91,CAD,57.91,full,other,2024-07-13 02:42:00,completed,False
REF0002968,TXN00000506,M004,70.85,CAD,70.85,full,fraud,2024-05-03 19:40:00,completed,False
REF0002969,TXN00048609,M006,22.66,CAD,22.66,partial,other,2024-03-30 15:04:00,completed,True
REF0002970,TXN00015775,M004,46.02,EUR,68.11,full,product_not_received,2024-08-16 19:03:00,completed,False
REF0002971,TXN00049666,M001,9.13,EUR,13.51,partial,customer_request,2024-10-31 17:58:00,completed,True
REF0002972,TXN00036407,M005,20.24,USD,27.53,full,product_not_received,2025-01-11 12:56:00,completed,False
REF0002973,TXN00015705,M009,62.11,CAD,62.11,full,product_not_received,2024-06-13 07:14:00,completed,False
REF0002974,TXN00029061,M002,51.18,CAD,51.18,full,duplicate,2024-10-18 09:56:00,completed,False
REF0002975,TXN00041680,M010,1541.73,EUR,2281.76,full,duplicate,2024-03-20 13:38:00,completed,False
REF0002976,TXN00041377,M003,10.49,CAD,10.49,partial,duplicate,2024-10-02 22:52:00,completed,False
REF0002977,TXN00025675,M008,19.1,USD,25.98,full,product_not_received,2024-08-26 16:00:00,completed,False
REF0002978,TXN00030797,M006,265.68,CAD,265.68,full,fraud,2024-05-21 09:41:00,completed,False
REF0002979,TXN00037920,M006,60.74,CAD,60.74,full,duplicate,2024-04-18 18:18:00,completed,True
REF0002980,TXN00023215,M003,155.25,CAD,155.25,full,duplicate,2024-09-24 15:25:00,completed,False
REF0002981,TXN00009536,M010,78.66,CAD,78.66,full,duplicate,2024-12-05 19:23:00,completed,False
REF0002982,TXN00044888,M009,19.66,CAD,19.66,partial,fraud,2024-02-14 23:53:00,completed,False
REF0002983,TXN00012163,M002,41.3,CAD,41.3,partial,other,2024-03-28 19:13:00,completed,False
REF0002984,TXN00008987,M005,43.75,USD,59.5,full,fraud,2024-07-19 09:29:00,completed,False
REF0002985,TXN00048417,M004,7.23,USD,9.83,partial,customer_request,2024-03-03 20:38:00,completed,False
REF0002986,TXN00005981,M003,22.27,CAD,22.27,full,customer_request,2024-04-14 07:44:00,completed,False
REF0002987,TXN00013729,M009,166.69,CAD,166.69,full,fraud,2024-07-20 10:15:00,completed,False
REF0002988,TXN00039795,M005,201.06,CAD,201.06,full,product_not_received,2024-09-25 12:26:00,completed,False
REF0002989,TXN00026878,M006,13.13,CAD,13.13,partial,product_not_received,2024-09-09 11:36:00,pending,False
REF0002990,TXN00026453,M003,32.74,EUR,48.46,partial,duplicate,2024-04-02 17:03:00,completed,True
REF0002991,TXN00031569,M008,17.63,CAD,17.63,full,customer_request,2024-10-05 18:52:00,completed,False
REF0002992,TXN00032864,M001,69.01,CAD,69.01,full,other,2024-03-20 14:02:00,completed,True
REF0002993,TXN00031047,M001,100.09,CAD,100.09,full,product_not_received,2024-04-12 03:24:00,completed,False
REF0002994,TXN00039720,M008,169.29,CAD,169.29,full,other,2024-09-01 00:33:00,completed,False
REF0002995,TXN00011217,M006,12.33,CAD,12.33,full,fraud,2024-04-04 17:54:00,completed,False
REF0002996,TXN00018982,M008,31.13,CAD,31.13,full,fraud,2024-09-12 15:42:00,completed,False
REF0002997,TXN00038015,M010,4.31,CAD,4.31,partial,customer_request,2024-11-03 15:26:00,completed,True
REF0002998,TXN00041713,M003,83.56,USD,113.64,partial,fraud,2024-03-31 18:38:00,completed,False
REF0002999,TXN00003338,M010,38.22,CAD,38.22,partial,customer_request,2024-08-20 02:39:00,failed,False
REF0003000,TXN00019172,M010,9.91,CAD,9.91,full,duplicate,2024-11-30 11:12:00,completed,False
REF0003001,TXN00042327,M002,165.16,CAD,165.16,full,duplicate,2024-05-21 22:41:00,pending,False
REF0003002,TXN00001247,M003,59.56,CAD,59.56,full,duplicate,2024-11-30 00:26:00,completed,False
REF0003003,TXN00006600,M010,34.16,USD,46.46,full,fraud,2024-10-01 07:23:00,completed,False
REF0003004,TXN00026319,M004,202.12,EUR,299.14,full,product_not_received,2024-08-18 12:40:00,completed,False
REF0003005,TXN00028659,M005,91.08,CAD,91.08,full,duplicate,2024-08-10 22:54:00,pending,False
REF0003006,TXN00015449,M005,166.42,USD,226.33,full,product_not_received,2024-09-14 10:31:00,completed,False
REF0003007,TXN00039265,M005,28.72,CAD,28.72,partial,other,2024-08-09 19:32:00,completed,True
REF0003008,TXN00048125,M009,33.4,CAD,33.4,partial,customer_request,2024-02-20 06:37:00,completed,True
REF0003009,TXN00047547,M003,37.18,CAD,37.18,full,other,2024-08-06 16:36:00,pending,False
REF0003010,TXN00018836,M004,180.46,USD,245.43,full,duplicate,2024-10-10 02:26:00,pending,False
REF0003011,TXN00025370,M008,12.09,EUR,17.89,full,product_not_received,2024-06-19 07:49:00,completed,False
REF0003012,TXN00001250,M002,70.5,USD,95.88,full,duplicate,2024-06-27 09:38:00,completed,False
REF0003013,TXN00009337,M003,194.81,CAD,194.81,full,fraud,2024-04-07 01:40:00,completed,False
REF0003014,TXN00001241,M004,278.96,CAD,278.96,full,fraud,2024-02-05 01:11:00,completed,True
REF0003015,TXN00023557,M001,35.92,USD,48.85,full,duplicate,2024-04-08 03:03:00,completed,False
REF0003016,TXN00007978,M006,101.65,USD,138.24,full,other,2024-08-12 01:17:00,completed,True
REF0003017,TXN00043790,M002,21.03,EUR,31.12,partial,customer_request,2025-02-03 14:53:00,completed,False
REF0003018,TXN00004880,M006,12.99,CAD,12.99,partial,product_not_received,2024-11-24 23:30:00,completed,True
REF0003019,TXN00034920,M010,67.5,CAD,67.5,partial,product_not_received,2024-04-08 17:56:00,completed,False
REF0003020,TXN00049055,M008,25.44,USD,34.6,full,duplicate,2024-04-16 01:02:00,pending,False
REF0003021,TXN00031128,M004,34.11,CAD,34.11,full,customer_request,2024-09-28 04:23:00,completed,False
REF0003022,TXN00042098,M009,40.28,USD,54.78,full,other,2024-05-01 01:56:00,completed,True
REF0003023,TXN00032779,M006,7.3,USD,9.93,partial,duplicate,2024-09-23 23:58:00,completed,True
REF0003024,TXN00017722,M008,38.89,CAD,38.89,partial,product_not_received,2025-01-26 13:24:00,completed,False
REF0003025,TXN00028584,M008,36.8,EUR,54.46,full,fraud,2024-05-01 10:02:00,completed,False
REF0003026,TXN00001656,M006,146.39,CAD,146.39,full,fraud,2024-04-14 11:22:00,completed,False
REF0003027,TXN00001202,M009,71.02,CAD,71.02,full,product_not_received,2024-01-27 14:35:00,completed,True
REF0003028,TXN00014750,M001,2.8,USD,3.81,partial,product_not_received,2024-04-17 03:14:00,completed,False
REF0003029,TXN00033073,M001,388.36,CAD,388.36,full,product_not_received,2024-04-27 10:43:00,completed,True
REF0003030,TXN00034061,M010,49.92,CAD,49.92,full,other,2024-01-29 04:23:00,completed,False
REF0003031,TXN00039280,M006,8.89,CAD,8.89,partial,other,2024-01-23 01:41:00,completed,False
REF0003032,TXN00010768,M005,8.7,EUR,12.88,full,customer_request,2024-08-21 13:10:00,completed,False
REF0003033,TXN00019718,M008,28.01,CAD,28.01,partial,customer_request,2024-12-16 13:07:00,pending,False
REF0003034,TXN00006567,M001,22.61,USD,30.75,partial,duplicate,2024-04-25 00:22:00,completed,False
REF0003035,TXN00034695,M001,28.17,CAD,28.17,partial,product_not_received,2024-12-05 00:21:00,completed,False
REF0003036,TXN00049509,M010,21.31,CAD,21.31,full,product_not_received,2024-04-06 18:46:00,completed,False
REF0003037,TXN00034863,M008,4.32,CAD,4.32,partial,duplicate,2024-07-07 01:51:00,completed,False
REF0003038,TXN00016010,M005,3.44,CAD,3.44,partial,fraud,2024-07-10 05:41:00,completed,False
REF0003039,TXN00023577,M008,0.83,CAD,0.83,partial,fraud,2024-02-04 07:46:00,completed,False
REF0003040,TXN00045810,M010,43.34,EUR,64.14,full,fraud,2025-01-03 18:32:00,completed,False
REF0003041,TXN00034267,M004,36.61,USD,49.79,partial,product_not_received,2024-07-20 03:49:00,completed,False
REF0003042,TXN00012914,M010,22.29,CAD,22.29,partial,product_not_received,2024-12-14 06:02:00,completed,False
REF0003043,TXN00049728,M005,29.97,CAD,29.97,partial,customer_request,2024-01-30 09:18:00,completed,True
REF0003044,TXN00043669,M001,35.96,USD,48.91,partial,customer_request,2024-06-08 12:16:00,completed,False
REF0003045,TXN00039220,M003,9.8,CAD,9.8,partial,customer_request,2024-07-18 23:35:00,completed,False
